OrderID,CustomerID,OrderDate,Product,Category,Quantity,Price,PaymentMethod,TotalAmount,Month
1330,113,2023-11-24,Headphones,Electronics,4,1432.63,UPI,5730.52,2023-11
1331,120,2023-02-23,Camera,Electronics,2,1328.34,PayPal,2656.68,2023-02
1332,147,2023-09-06,Monitor,Electronics,2,897.52,Credit Card,1795.04,2023-09
1333,119,2023-08-27,Phone,Electronics,1,1259.0,PayPal,1259.0,2023-08
1334,107,2023-08-17,Headphones,Accessories,2,981.74,PayPal,1963.48,2023-08
1335,106,2023-03-08,Phone,Electronics,4,163.91,COD,655.64,2023-03
1336,166,2023-02-20,Camera,Electronics,1,1123.82,COD,1123.82,2023-02
1337,116,2023-04-07,Phone,Accessories,1,187.62,COD,187.62,2023-04
1338,132,2023-04-02,Laptop,Accessories,2,911.42,PayPal,1822.84,2023-04
1339,147,2023-09-21,Headphones,Electronics,4,1068.83,UPI,4275.32,2023-09
1340,175,2023-10-18,Phone,Accessories,1,146.47,Credit Card,146.47,2023-10
1341,158,2023-04-06,Camera,Accessories,4,384.65,PayPal,1538.6,2023-04
1342,185,2023-03-29,Camera,Accessories,4,1377.72,UPI,5510.88,2023-03
1343,121,2023-03-19,Phone,Electronics,4,943.66,PayPal,3774.64,2023-03
1344,129,2023-10-15,Camera,Electronics,2,407.11,Credit Card,814.22,2023-10
1345,137,2023-04-30,Monitor,Electronics,3,1051.49,PayPal,3154.4700000000003,2023-04
1346,150,2023-10-29,Monitor,Accessories,3,915.33,Credit Card,2745.99,2023-10
1347,153,2023-06-14,Monitor,Electronics,1,777.28,PayPal,777.28,2023-06
1348,107,2023-07-01,Laptop,Accessories,4,1465.47,Credit Card,5861.88,2023-07
1349,126,2023-08-11,Phone,Electronics,2,1041.01,PayPal,2082.02,2023-08
1350,126,2023-11-07,Laptop,Electronics,4,594.39,Credit Card,2377.56,2023-11
1351,197,2023-01-07,Camera,Accessories,4,1210.11,COD,4840.44,2023-01
1352,120,2023-11-26,Laptop,Electronics,2,1332.65,PayPal,2665.3,2023-11
1353,129,2023-09-20,Camera,Accessories,3,231.57,PayPal,694.71,2023-09
1354,196,2023-06-10,Camera,Accessories,4,340.8,UPI,1363.2,2023-06
1355,127,2023-05-31,Headphones,Electronics,4,363.53,UPI,1454.12,2023-05
1356,163,2023-03-26,Monitor,Accessories,3,1052.26,Credit Card,3156.7799999999997,2023-03
1357,196,2023-05-27,Camera,Electronics,2,924.41,PayPal,1848.82,2023-05
1358,168,2023-04-22,Headphones,Electronics,1,947.54,Credit Card,947.54,2023-04
1359,160,2023-02-05,Monitor,Accessories,3,1414.12,COD,4242.36,2023-02
1360,147,2023-10-12,Camera,Electronics,1,1175.07,UPI,1175.07,2023-10
1361,118,2023-07-07,Camera,Accessories,1,235.51,Credit Card,235.51,2023-07
1362,103,2023-03-23,Laptop,Electronics,3,553.89,Credit Card,1661.67,2023-03
1363,134,2023-01-02,Laptop,Electronics,4,681.32,UPI,2725.28,2023-01
1364,163,2023-10-30,Monitor,Electronics,1,624.14,PayPal,624.14,2023-10
1365,148,2023-07-16,Camera,Electronics,1,1020.5,Credit Card,1020.5,2023-07
1366,116,2023-01-11,Phone,Electronics,2,1343.24,UPI,2686.48,2023-01
1367,143,2023-08-22,Laptop,Accessories,4,493.77,PayPal,1975.08,2023-08
1368,191,2023-07-14,Monitor,Accessories,1,850.22,COD,850.22,2023-07
1369,129,2023-04-29,Camera,Accessories,2,1194.64,UPI,2389.28,2023-04
1370,192,2023-01-20,Camera,Accessories,4,653.52,Credit Card,2614.08,2023-01
1371,145,2023-09-18,Phone,Accessories,3,293.77,COD,881.31,2023-09
1372,105,2023-10-20,Monitor,Accessories,3,738.68,PayPal,2216.04,2023-10
1373,198,2023-09-13,Camera,Electronics,2,130.07,PayPal,260.14,2023-09
1374,136,2023-08-10,Laptop,Electronics,3,1416.46,UPI,4249.38,2023-08
1375,123,2023-08-14,Phone,Accessories,1,158.49,UPI,158.49,2023-08
1376,192,2023-02-22,Monitor,Accessories,4,685.76,UPI,2743.04,2023-02
1377,145,2023-12-21,Phone,Electronics,1,818.33,PayPal,818.33,2023-12
1378,152,2023-12-08,Laptop,Electronics,1,1478.69,COD,1478.69,2023-12
1379,194,2023-12-30,Monitor,Electronics,3,290.73,PayPal,872.19,2023-12
1380,198,2023-10-07,Phone,Accessories,1,215.93,Credit Card,215.93,2023-10
1381,159,2023-03-22,Headphones,Accessories,3,62.62,PayPal,187.86,2023-03
1382,196,2023-07-21,Laptop,Accessories,4,275.58,Credit Card,1102.32,2023-07
1383,162,2023-06-07,Laptop,Electronics,4,350.55,COD,1402.2,2023-06
1384,184,2023-04-30,Laptop,Electronics,1,964.34,UPI,964.34,2023-04
1385,131,2023-02-28,Headphones,Accessories,2,368.57,UPI,737.14,2023-02
1386,186,2023-08-03,Headphones,Accessories,3,79.76,PayPal,239.28000000000003,2023-08
1387,132,2023-05-08,Camera,Electronics,3,1248.6,UPI,3745.8,2023-05
1388,166,2023-08-12,Phone,Electronics,1,580.11,COD,580.11,2023-08
1389,117,2023-07-28,Camera,Electronics,3,562.86,UPI,1688.58,2023-07
1390,124,2023-04-25,Phone,Electronics,3,488.59,PayPal,1465.77,2023-04
1391,194,2023-07-28,Headphones,Accessories,2,1464.29,COD,2928.58,2023-07
1392,153,2023-01-14,Headphones,Electronics,2,296.67,Credit Card,593.34,2023-01
1393,157,2023-01-09,Camera,Electronics,1,1352.45,PayPal,1352.45,2023-01
1394,166,2023-02-09,Monitor,Electronics,2,1176.36,Credit Card,2352.72,2023-02
1395,145,2023-08-25,Camera,Accessories,1,160.9,COD,160.9,2023-08
1396,123,2023-10-08,Phone,Accessories,4,1480.76,PayPal,5923.04,2023-10
1397,131,2023-12-25,Camera,Electronics,1,443.48,PayPal,443.48,2023-12
1398,146,2023-07-20,Laptop,Electronics,4,192.95,COD,771.8,2023-07
1399,185,2023-09-03,Phone,Electronics,1,1252.51,UPI,1252.51,2023-09
1400,122,2023-10-05,Phone,Accessories,3,1074.68,PayPal,3224.04,2023-10
1401,165,2023-08-23,Monitor,Accessories,2,944.97,PayPal,1889.94,2023-08
1402,126,2023-01-04,Headphones,Accessories,4,276.17,Credit Card,1104.68,2023-01
1403,101,2023-06-03,Phone,Electronics,1,743.82,UPI,743.82,2023-06
1404,189,2023-01-29,Headphones,Accessories,2,1181.81,Credit Card,2363.62,2023-01
1405,116,2023-04-19,Camera,Electronics,1,490.25,Credit Card,490.25,2023-04
1406,132,2023-04-08,Laptop,Electronics,2,501.95,UPI,1003.9,2023-04
1407,108,2023-08-03,Monitor,Electronics,2,54.55,UPI,109.1,2023-08
1408,142,2023-10-20,Headphones,Accessories,1,302.65,COD,302.65,2023-10
1409,147,2023-03-16,Phone,Electronics,4,1319.34,UPI,5277.36,2023-03
1410,138,2023-11-22,Headphones,Accessories,4,690.53,PayPal,2762.12,2023-11
1411,192,2023-05-26,Phone,Accessories,3,1477.14,UPI,4431.42,2023-05
1412,141,2023-05-08,Headphones,Electronics,2,623.78,COD,1247.56,2023-05
1413,125,2023-12-07,Phone,Electronics,3,1087.02,COD,3261.06,2023-12
1414,198,2023-02-11,Camera,Accessories,3,458.78,COD,1376.34,2023-02
1415,149,2023-12-22,Phone,Electronics,1,577.52,UPI,577.52,2023-12
1416,124,2023-02-10,Phone,Accessories,1,326.55,UPI,326.55,2023-02
1417,123,2023-02-03,Laptop,Electronics,1,553.24,Credit Card,553.24,2023-02
1418,112,2023-01-17,Phone,Accessories,2,843.49,Credit Card,1686.98,2023-01
1419,159,2023-06-14,Laptop,Accessories,1,1488.07,PayPal,1488.07,2023-06
1420,106,2023-06-02,Monitor,Accessories,1,1013.09,Credit Card,1013.09,2023-06
1421,156,2023-03-17,Laptop,Accessories,2,338.91,PayPal,677.82,2023-03
1422,135,2023-03-28,Camera,Electronics,2,115.19,COD,230.38,2023-03
1423,144,2023-04-27,Laptop,Electronics,4,233.22,Credit Card,932.88,2023-04
1424,119,2023-12-28,Monitor,Accessories,1,865.71,UPI,865.71,2023-12
1425,164,2023-12-08,Camera,Accessories,1,1159.48,Credit Card,1159.48,2023-12
1426,107,2023-01-27,Headphones,Electronics,1,1413.61,PayPal,1413.61,2023-01
1427,115,2023-11-09,Headphones,Electronics,4,72.94,Credit Card,291.76,2023-11
1428,113,2023-10-14,Laptop,Electronics,1,808.0,COD,808.0,2023-10
1429,175,2023-05-14,Laptop,Electronics,4,732.76,UPI,2931.04,2023-05
1430,186,2023-08-07,Monitor,Electronics,3,1001.28,PayPal,3003.84,2023-08
1431,114,2023-06-17,Monitor,Electronics,4,861.39,UPI,3445.56,2023-06
1432,191,2023-04-08,Phone,Accessories,3,1046.21,UPI,3138.63,2023-04
1433,197,2023-09-25,Monitor,Electronics,1,1004.22,PayPal,1004.22,2023-09
1434,165,2023-08-25,Phone,Electronics,3,219.67,UPI,659.01,2023-08
1435,131,2023-11-05,Camera,Accessories,4,1209.59,UPI,4838.36,2023-11
1436,186,2023-06-22,Laptop,Electronics,2,228.69,Credit Card,457.38,2023-06
1437,162,2023-07-09,Camera,Electronics,3,1062.87,UPI,3188.6099999999997,2023-07
1438,185,2023-05-02,Monitor,Electronics,3,653.41,UPI,1960.23,2023-05
1439,150,2023-02-15,Camera,Electronics,1,795.08,UPI,795.08,2023-02
1440,124,2023-03-05,Camera,Electronics,4,1359.78,UPI,5439.12,2023-03
1441,157,2023-05-10,Camera,Accessories,3,1340.33,PayPal,4020.99,2023-05
1442,162,2023-11-06,Monitor,Electronics,3,1235.89,COD,3707.67,2023-11
1443,161,2023-12-29,Camera,Accessories,3,789.72,Credit Card,2369.16,2023-12
1444,121,2023-07-12,Phone,Accessories,3,1117.55,UPI,3352.6499999999996,2023-07
1445,157,2023-11-03,Monitor,Electronics,2,793.7,UPI,1587.4,2023-11
1446,157,2023-06-30,Camera,Accessories,4,1310.93,PayPal,5243.72,2023-06
1447,185,2023-10-19,Monitor,Electronics,1,634.02,COD,634.02,2023-10
1448,148,2023-10-09,Headphones,Accessories,1,1456.84,UPI,1456.84,2023-10
1449,151,2023-01-29,Phone,Accessories,2,1401.87,PayPal,2803.74,2023-01
1450,141,2023-05-29,Camera,Electronics,4,1125.32,Credit Card,4501.28,2023-05
1451,169,2023-09-24,Headphones,Electronics,3,455.15,Credit Card,1365.4499999999998,2023-09
1452,114,2023-10-23,Headphones,Electronics,2,240.9,UPI,481.8,2023-10
1453,153,2023-01-11,Monitor,Electronics,4,1289.32,UPI,5157.28,2023-01
1454,159,2023-06-13,Headphones,Electronics,3,289.69,COD,869.0699999999999,2023-06
1455,196,2023-04-23,Phone,Accessories,2,1288.68,COD,2577.36,2023-04
1456,107,2023-07-06,Phone,Accessories,4,761.61,UPI,3046.44,2023-07
1457,152,2023-10-22,Laptop,Accessories,1,639.51,PayPal,639.51,2023-10
1458,159,2023-08-20,Phone,Accessories,1,1359.63,COD,1359.63,2023-08
1459,104,2023-08-15,Headphones,Accessories,4,925.58,UPI,3702.32,2023-08
1460,167,2023-11-06,Phone,Accessories,1,886.09,COD,886.09,2023-11
1461,105,2023-04-08,Monitor,Accessories,4,860.21,UPI,3440.84,2023-04
1462,195,2023-02-24,Laptop,Electronics,3,588.2,Credit Card,1764.6,2023-02
1463,193,2023-04-21,Headphones,Electronics,4,1189.18,UPI,4756.72,2023-04
1464,146,2023-06-01,Laptop,Accessories,3,416.56,Credit Card,1249.68,2023-06
1465,198,2023-09-03,Headphones,Accessories,2,1411.4,COD,2822.8,2023-09
1466,154,2023-03-10,Monitor,Electronics,4,1346.28,UPI,5385.12,2023-03
1467,139,2023-11-08,Laptop,Electronics,2,539.35,COD,1078.7,2023-11
1468,151,2023-10-16,Camera,Electronics,1,1107.72,Credit Card,1107.72,2023-10
1469,115,2023-09-07,Headphones,Electronics,3,881.17,UPI,2643.51,2023-09
1470,112,2023-02-05,Camera,Accessories,4,539.59,COD,2158.36,2023-02
1471,129,2023-08-27,Laptop,Electronics,2,1483.36,Credit Card,2966.72,2023-08
1472,118,2023-05-28,Camera,Accessories,3,86.59,COD,259.77,2023-05
1473,116,2023-08-15,Camera,Accessories,3,416.34,PayPal,1249.02,2023-08
1474,162,2023-09-01,Laptop,Accessories,1,804.11,Credit Card,804.11,2023-09
1475,118,2023-12-03,Monitor,Electronics,1,806.83,Credit Card,806.83,2023-12
1476,191,2023-12-31,Camera,Electronics,3,903.95,Credit Card,2711.8500000000004,2023-12
1477,157,2023-07-20,Camera,Accessories,3,1139.93,UPI,3419.79,2023-07
1478,154,2023-06-03,Monitor,Accessories,4,954.04,UPI,3816.16,2023-06
1479,189,2023-03-14,Camera,Accessories,3,920.41,UPI,2761.23,2023-03
1480,189,2023-07-20,Camera,Electronics,4,127.6,PayPal,510.4,2023-07
1481,161,2023-10-23,Camera,Accessories,3,595.97,PayPal,1787.91,2023-10
1482,122,2023-01-17,Phone,Electronics,1,386.48,Credit Card,386.48,2023-01
1483,108,2023-05-09,Monitor,Accessories,4,434.79,PayPal,1739.16,2023-05
1484,111,2023-08-05,Camera,Accessories,2,853.79,COD,1707.58,2023-08
1485,100,2023-03-02,Monitor,Accessories,1,339.28,Credit Card,339.28,2023-03
1486,157,2023-04-14,Headphones,Electronics,4,476.23,Credit Card,1904.92,2023-04
1487,100,2023-02-11,Headphones,Electronics,4,393.77,COD,1575.08,2023-02
1488,133,2023-01-25,Camera,Accessories,2,1425.33,Credit Card,2850.66,2023-01
1489,195,2023-02-08,Monitor,Electronics,4,1419.77,PayPal,5679.08,2023-02
1490,147,2023-10-18,Monitor,Accessories,3,934.42,UPI,2803.26,2023-10
1491,188,2023-05-11,Monitor,Electronics,2,1390.56,COD,2781.12,2023-05
1492,100,2023-08-17,Phone,Electronics,1,1189.43,PayPal,1189.43,2023-08
1493,115,2023-04-18,Headphones,Electronics,1,905.42,COD,905.42,2023-04
1494,160,2023-06-21,Monitor,Accessories,3,59.33,COD,177.99,2023-06
1495,163,2023-04-12,Monitor,Electronics,1,1170.15,Credit Card,1170.15,2023-04
1496,162,2023-12-20,Phone,Electronics,4,1068.61,Credit Card,4274.44,2023-12
1497,168,2023-01-12,Phone,Accessories,4,942.12,PayPal,3768.48,2023-01
1498,121,2023-10-02,Monitor,Accessories,3,1152.62,COD,3457.8599999999997,2023-10
1499,192,2023-04-11,Laptop,Accessories,1,793.74,Credit Card,793.74,2023-04
1500,166,2023-02-13,Monitor,Accessories,1,1070.92,Credit Card,1070.92,2023-02
1501,175,2023-11-01,Monitor,Electronics,3,1406.0,COD,4218.0,2023-11
1502,125,2023-01-17,Phone,Electronics,2,594.92,PayPal,1189.84,2023-01
1503,115,2023-11-26,Phone,Electronics,1,1076.78,PayPal,1076.78,2023-11
1504,150,2023-02-26,Monitor,Electronics,2,739.75,COD,1479.5,2023-02
1505,185,2023-11-07,Monitor,Electronics,1,1027.88,PayPal,1027.88,2023-11
1506,156,2023-10-30,Monitor,Accessories,1,1156.2,Credit Card,1156.2,2023-10
1507,128,2023-01-12,Phone,Electronics,1,115.91,COD,115.91,2023-01
1508,177,2023-11-14,Monitor,Electronics,1,987.57,Credit Card,987.57,2023-11
1509,191,2023-03-21,Monitor,Electronics,4,378.77,UPI,1515.08,2023-03
1510,168,2023-08-04,Camera,Accessories,2,1021.55,UPI,2043.1,2023-08
1511,146,2023-12-05,Laptop,Accessories,2,729.08,PayPal,1458.16,2023-12
1512,193,2023-09-21,Headphones,Electronics,1,1171.65,UPI,1171.65,2023-09
1513,161,2023-05-29,Laptop,Accessories,1,228.93,Credit Card,228.93,2023-05
1514,168,2023-03-22,Camera,Accessories,2,958.17,UPI,1916.34,2023-03
1515,175,2023-08-03,Headphones,Accessories,4,453.78,Credit Card,1815.12,2023-08
1516,115,2023-07-17,Monitor,Accessories,3,1286.82,PayPal,3860.46,2023-07
1517,189,2023-07-19,Camera,Accessories,3,1396.16,PayPal,4188.4800000000005,2023-07
1518,189,2023-01-25,Monitor,Accessories,2,1494.78,Credit Card,2989.56,2023-01
1519,147,2023-03-30,Phone,Accessories,1,1204.21,UPI,1204.21,2023-03
1520,184,2023-09-25,Camera,Electronics,1,1142.91,PayPal,1142.91,2023-09
1521,138,2023-05-23,Phone,Electronics,4,362.48,COD,1449.92,2023-05
1522,199,2023-02-28,Camera,Accessories,3,537.21,PayPal,1611.63,2023-02
1523,132,2023-12-31,Camera,Electronics,4,725.24,UPI,2900.96,2023-12
1524,193,2023-01-26,Phone,Electronics,3,1171.4,COD,3514.2000000000003,2023-01
1525,122,2023-02-16,Headphones,Accessories,2,1376.7,UPI,2753.4,2023-02
1526,109,2023-10-15,Laptop,Electronics,3,324.25,Credit Card,972.75,2023-10
1527,168,2023-09-23,Monitor,Accessories,4,1387.43,COD,5549.72,2023-09
1528,199,2023-01-16,Camera,Accessories,4,1058.66,UPI,4234.64,2023-01
1529,133,2023-07-18,Monitor,Accessories,4,935.62,COD,3742.48,2023-07
1530,151,2023-10-09,Phone,Electronics,2,339.77,UPI,679.54,2023-10
1531,194,2023-03-27,Monitor,Electronics,3,130.51,COD,391.53,2023-03
1532,109,2023-09-07,Phone,Electronics,3,874.27,UPI,2622.81,2023-09
1533,118,2023-09-27,Monitor,Electronics,4,994.7,Credit Card,3978.8,2023-09
1534,157,2023-12-01,Laptop,Accessories,3,355.63,COD,1066.89,2023-12
1535,195,2023-04-27,Laptop,Accessories,1,856.86,COD,856.86,2023-04
1536,100,2023-01-07,Laptop,Electronics,1,1291.92,COD,1291.92,2023-01
1537,168,2023-05-17,Laptop,Accessories,1,1260.85,COD,1260.85,2023-05
1538,103,2023-06-25,Laptop,Accessories,3,1394.67,Credit Card,4184.01,2023-06
1539,115,2023-11-24,Laptop,Electronics,2,580.53,COD,1161.06,2023-11
1540,123,2023-11-11,Phone,Accessories,2,511.17,PayPal,1022.34,2023-11
1541,179,2023-08-03,Camera,Electronics,2,1136.67,Credit Card,2273.34,2023-08
1542,101,2023-03-23,Monitor,Accessories,2,675.11,PayPal,1350.22,2023-03
1543,191,2023-08-11,Laptop,Electronics,1,176.95,COD,176.95,2023-08
1544,131,2023-04-13,Phone,Accessories,1,460.06,UPI,460.06,2023-04
1545,190,2023-09-30,Phone,Accessories,4,656.94,PayPal,2627.76,2023-09
1546,183,2023-01-14,Phone,Electronics,3,474.15,COD,1422.4499999999998,2023-01
1547,123,2023-06-08,Camera,Electronics,3,531.7,PayPal,1595.1,2023-06
1548,111,2023-06-01,Monitor,Electronics,2,475.98,COD,951.96,2023-06
1549,149,2023-04-18,Camera,Electronics,1,110.17,COD,110.17,2023-04
1550,134,2023-07-07,Headphones,Accessories,2,973.79,COD,1947.58,2023-07
1551,132,2023-10-28,Phone,Accessories,4,916.07,UPI,3664.28,2023-10
1552,132,2023-04-08,Headphones,Electronics,3,997.41,PayPal,2992.23,2023-04
1553,160,2023-05-11,Laptop,Accessories,3,328.85,Credit Card,986.55,2023-05
1554,150,2023-10-20,Laptop,Electronics,2,478.7,Credit Card,957.4,2023-10
1555,142,2023-06-20,Camera,Electronics,4,948.44,Credit Card,3793.76,2023-06
1556,111,2023-07-02,Monitor,Accessories,3,919.46,Credit Card,2758.38,2023-07
1557,166,2023-12-30,Headphones,Accessories,4,784.18,COD,3136.72,2023-12
1558,164,2023-02-08,Monitor,Electronics,4,558.1,PayPal,2232.4,2023-02
1559,132,2023-01-15,Camera,Electronics,2,1373.75,PayPal,2747.5,2023-01
1560,139,2023-01-04,Laptop,Electronics,1,542.67,UPI,542.67,2023-01
1561,173,2023-12-15,Monitor,Accessories,2,710.65,PayPal,1421.3,2023-12
1562,142,2023-07-29,Monitor,Accessories,1,1033.27,PayPal,1033.27,2023-07
1563,143,2023-06-10,Laptop,Accessories,4,837.38,PayPal,3349.52,2023-06
1564,128,2023-01-16,Headphones,Accessories,1,552.98,UPI,552.98,2023-01
1565,112,2023-04-18,Laptop,Electronics,4,681.68,Credit Card,2726.72,2023-04
1566,111,2023-11-07,Monitor,Electronics,3,1202.0,PayPal,3606.0,2023-11
1567,194,2023-08-15,Headphones,Electronics,3,453.29,UPI,1359.87,2023-08
1568,145,2023-06-19,Headphones,Electronics,3,256.27,UPI,768.81,2023-06
1569,101,2023-02-03,Laptop,Electronics,2,504.09,COD,1008.18,2023-02
1570,134,2023-09-08,Monitor,Electronics,2,1281.82,UPI,2563.64,2023-09
1571,186,2023-09-04,Camera,Accessories,4,179.04,Credit Card,716.16,2023-09
1572,180,2023-09-26,Monitor,Accessories,3,1487.96,PayPal,4463.88,2023-09
1573,189,2023-05-21,Phone,Electronics,2,834.45,UPI,1668.9,2023-05
1574,107,2023-10-01,Camera,Electronics,3,1478.03,Credit Card,4434.09,2023-10
1575,192,2023-04-06,Headphones,Accessories,2,1411.54,UPI,2823.08,2023-04
1576,125,2023-08-15,Camera,Accessories,1,706.58,UPI,706.58,2023-08
1577,173,2023-02-08,Headphones,Accessories,1,337.81,UPI,337.81,2023-02
1578,189,2023-10-29,Headphones,Accessories,3,289.08,UPI,867.24,2023-10
1579,133,2023-01-29,Camera,Electronics,4,397.98,UPI,1591.92,2023-01
1580,106,2023-11-14,Headphones,Electronics,2,1079.69,Credit Card,2159.38,2023-11
1581,167,2023-09-02,Headphones,Electronics,2,445.78,PayPal,891.56,2023-09
1582,157,2023-08-24,Phone,Electronics,1,545.07,PayPal,545.07,2023-08
1583,174,2023-07-04,Monitor,Electronics,1,700.73,PayPal,700.73,2023-07
1584,128,2023-09-29,Monitor,Accessories,4,1374.19,PayPal,5496.76,2023-09
1585,135,2023-08-24,Phone,Electronics,4,324.62,Credit Card,1298.48,2023-08
1586,188,2023-08-27,Camera,Accessories,4,57.29,COD,229.16,2023-08
1587,120,2023-09-23,Laptop,Electronics,3,137.14,COD,411.42,2023-09
1588,135,2023-12-25,Laptop,Electronics,1,1361.91,Credit Card,1361.91,2023-12
1589,109,2023-12-06,Laptop,Electronics,3,988.9,Credit Card,2966.7,2023-12
1590,172,2023-03-06,Phone,Electronics,1,445.91,UPI,445.91,2023-03
1591,123,2023-06-26,Phone,Electronics,1,306.93,UPI,306.93,2023-06
1592,163,2023-01-03,Headphones,Accessories,2,476.69,UPI,953.38,2023-01
1593,198,2023-05-22,Laptop,Accessories,1,216.46,PayPal,216.46,2023-05
1594,148,2023-06-07,Camera,Accessories,1,1415.22,UPI,1415.22,2023-06
1595,198,2023-11-20,Camera,Electronics,3,1187.1,COD,3561.2999999999997,2023-11
1596,135,2023-05-26,Laptop,Electronics,1,720.47,PayPal,720.47,2023-05
1597,181,2023-10-20,Laptop,Accessories,3,1304.2,UPI,3912.6,2023-10
1598,195,2023-06-02,Laptop,Electronics,4,411.71,PayPal,1646.84,2023-06
1599,123,2023-07-12,Phone,Electronics,1,1089.82,COD,1089.82,2023-07
1600,122,2023-03-14,Phone,Accessories,1,1291.39,UPI,1291.39,2023-03
1601,161,2023-11-01,Phone,Electronics,3,567.31,COD,1701.9299999999998,2023-11
1602,195,2023-12-10,Monitor,Accessories,4,1148.32,COD,4593.28,2023-12
1603,136,2023-05-20,Camera,Electronics,2,477.85,COD,955.7,2023-05
1604,111,2023-07-06,Camera,Accessories,4,483.34,UPI,1933.36,2023-07
1605,154,2023-10-20,Headphones,Electronics,3,205.23,Credit Card,615.6899999999999,2023-10
1606,112,2023-03-02,Phone,Electronics,4,688.08,UPI,2752.32,2023-03
1607,122,2023-07-17,Monitor,Accessories,3,1108.08,COD,3324.24,2023-07
1608,188,2023-10-22,Monitor,Electronics,3,1413.32,UPI,4239.96,2023-10
1609,198,2023-11-15,Camera,Electronics,2,925.51,COD,1851.02,2023-11
1610,129,2023-10-29,Phone,Accessories,1,1301.55,Credit Card,1301.55,2023-10
1611,116,2023-12-10,Headphones,Electronics,3,1242.62,PayPal,3727.86,2023-12
1612,161,2023-01-11,Phone,Accessories,3,301.35,Credit Card,904.05,2023-01
1613,183,2023-03-03,Laptop,Electronics,2,754.44,Credit Card,1508.88,2023-03
1614,188,2023-11-29,Phone,Electronics,3,219.54,PayPal,658.62,2023-11
1615,185,2023-08-14,Laptop,Electronics,1,1039.12,UPI,1039.12,2023-08
1616,112,2023-06-02,Laptop,Electronics,2,1427.35,PayPal,2854.7,2023-06
1617,158,2023-07-18,Headphones,Accessories,1,248.78,UPI,248.78,2023-07
1618,118,2023-02-21,Camera,Electronics,1,1114.13,UPI,1114.13,2023-02
1619,148,2023-09-17,Phone,Accessories,2,966.75,COD,1933.5,2023-09
1620,199,2023-02-28,Laptop,Electronics,3,896.23,COD,2688.69,2023-02
1621,111,2023-03-13,Phone,Electronics,1,615.67,PayPal,615.67,2023-03
1622,160,2023-05-28,Camera,Electronics,1,564.94,Credit Card,564.94,2023-05
1623,118,2023-12-15,Camera,Electronics,1,115.61,PayPal,115.61,2023-12
1624,175,2023-03-04,Monitor,Accessories,1,365.97,UPI,365.97,2023-03
1625,108,2023-11-06,Camera,Accessories,2,72.01,COD,144.02,2023-11
1626,170,2023-08-31,Headphones,Accessories,2,893.05,PayPal,1786.1,2023-08
1627,127,2023-11-26,Laptop,Accessories,4,203.49,PayPal,813.96,2023-11
1628,177,2023-04-17,Monitor,Electronics,4,1315.88,COD,5263.52,2023-04
1629,194,2023-08-14,Headphones,Accessories,1,808.56,COD,808.56,2023-08
1630,151,2023-11-09,Phone,Accessories,3,1064.55,COD,3193.6499999999996,2023-11
1631,182,2023-08-06,Laptop,Electronics,1,645.74,UPI,645.74,2023-08
1632,115,2023-08-29,Camera,Electronics,3,862.84,COD,2588.52,2023-08
1633,168,2023-09-16,Laptop,Electronics,1,1416.86,Credit Card,1416.86,2023-09
1634,198,2023-09-19,Phone,Electronics,4,169.96,PayPal,679.84,2023-09
1635,111,2023-01-05,Monitor,Accessories,4,418.21,COD,1672.84,2023-01
1636,124,2023-09-18,Monitor,Accessories,3,1180.98,COD,3542.94,2023-09
1637,151,2023-02-23,Monitor,Electronics,1,193.17,UPI,193.17,2023-02
1638,184,2023-02-16,Camera,Electronics,3,159.71,UPI,479.13,2023-02
1639,199,2023-08-03,Headphones,Electronics,4,574.24,PayPal,2296.96,2023-08
1640,152,2023-06-26,Headphones,Accessories,1,183.64,Credit Card,183.64,2023-06
1641,122,2023-01-09,Laptop,Accessories,1,898.36,PayPal,898.36,2023-01
1642,115,2023-04-09,Camera,Electronics,3,378.1,COD,1134.3000000000002,2023-04
1643,156,2023-01-20,Monitor,Electronics,2,1348.76,Credit Card,2697.52,2023-01
1644,138,2023-08-29,Monitor,Accessories,3,1186.08,Credit Card,3558.24,2023-08
1645,152,2023-03-02,Phone,Electronics,4,1064.57,Credit Card,4258.28,2023-03
1646,141,2023-06-27,Phone,Electronics,4,944.57,Credit Card,3778.28,2023-06
1647,157,2023-12-04,Monitor,Accessories,4,1302.03,PayPal,5208.12,2023-12
1648,138,2023-03-03,Monitor,Electronics,4,373.44,UPI,1493.76,2023-03
1649,113,2023-05-25,Camera,Accessories,4,1316.01,UPI,5264.04,2023-05
1650,194,2023-08-04,Headphones,Electronics,2,1194.76,COD,2389.52,2023-08
1651,104,2023-01-03,Phone,Electronics,1,1134.83,UPI,1134.83,2023-01
1652,134,2023-06-09,Headphones,Accessories,3,863.82,UPI,2591.46,2023-06
1653,186,2023-08-15,Camera,Accessories,3,407.05,UPI,1221.15,2023-08
1654,192,2023-09-26,Monitor,Electronics,4,664.14,UPI,2656.56,2023-09
1655,174,2023-04-30,Headphones,Accessories,3,1200.68,COD,3602.04,2023-04
1656,117,2023-03-30,Monitor,Electronics,4,96.08,PayPal,384.32,2023-03
1657,175,2023-11-25,Monitor,Electronics,2,1183.97,Credit Card,2367.94,2023-11
1658,108,2023-03-09,Laptop,Accessories,2,398.1,UPI,796.2,2023-03
